Nu_train,Nf_train,Nint_train,validation_size,train_time,L2_norm_test,rel_L2_norm,error_train,error_test,retraining,l2_glob,l2_glob_rel,l2_om_big,l2_om_big_rel,h1_glob,h1_glob_rel
4.0,320.0,480.0,0.0,28.70998120307923,0.0008097943999999999,0.0016136676999999999,0.0011310022,0.0,0.0,0.0017635388066992164,0.002497144043445587,9.406486060470344e-05,0.00027231965214014053,0.01823984645307064,0.0040495702996850005
